Title,Author,Highlight
脳は世界をどう見ているのか　知能の謎を解く「1000の脳」理論,ジェフ ホーキンス、大田 直子,新皮質は人間に優れた知能を与えるが、脳の三〇パーセントははるか昔に進化したもので、より原始的な欲望と行動を生み出す。新皮質は地球全体を変えることができる強力なテクノロジーを考え出してきたが、そうした世界を変えるテクノロジーを操る人間の行動はたいてい、利己的で短絡的な古い脳に支配されている。
脳は世界をどう見ているのか　知能の謎を解く「1000の脳」理論,ジェフ ホーキンス、大田 直子,新皮質は人間に優れた知能を与えるが、脳の三〇パーセントははるか昔に進化したもので、より原始的な欲望と行動を生み出す。新皮質は地球全体を変えることができる強力なテクノロジーを考え出してきたが、そうした世界を変えるテクノロジーを操る人間の行動はたいてい、利己的で短絡的な古い脳に支配されている。
脳は世界をどう見ているのか　知能の謎を解く「1000の脳」理論,ジェフ ホーキンス、大田 直子,現在、古い脳が人類存亡の脅威となるのは、私たちの新皮質が、地球全体を変えるどころか破壊さえしかねないテクノロジーを生み出したからだ。古い脳の短絡的な行動は、新皮質の地球を変えるテクノロジーと組み合わさって、人類にとって存亡の脅威になったのだ。
脳は世界をどう見ているのか　知能の謎を解く「1000の脳」理論,ジェフ ホーキンス、大田 直子,現在、古い脳が人類存亡の脅威となるのは、私たちの新皮質が、地球全体を変えるどころか破壊さえしかねないテクノロジーを生み出したからだ。古い脳の短絡的な行動は、新皮質の地球を変えるテクノロジーと組み合わさって、人類にとって存亡の脅威になったのだ。
欲望の見つけ方　お金・恋愛・キャリア,ルーク バージス、川添 節子,私の欲望は他者の媒介によって誘導されたもので、欲望の生態系は自分が理解できる規模を超えており、自分はその一部である。
欲望の見つけ方　お金・恋愛・キャリア,ルーク バージス、川添 節子,人間はお互いが違うから戦うのではなく、同じだから戦うのだ。互いを区別しようとするから、敵同士の双子となり、互いに暴力を振るう分身同士となる（
欲望の見つけ方　お金・恋愛・キャリア,ルーク バージス、川添 節子,正しくて良いことだと知っているだけは不十分なのである。正しくて良いことは魅力的でなければならない。言いかえるなら、欲望の対象にならなければならないということだ。
欲望の見つけ方　お金・恋愛・キャリア,ルーク バージス、川添 節子,私たちは欲しいものとのあいだにはまっすぐな線が引かれていると信じている。それはまやかしだ。実際には、線は必ず曲がっている。 　私たちの心の奥底には、何かを欲しいと思わせる人やモノがある。欲望にはモデルが欠かせない。その人が欲していると言うだけの理由で、そのモノに価値を与える人である。
欲望の見つけ方　お金・恋愛・キャリア,ルーク バージス、川添 節子,子供から大人になる過程で、公にしていた 真似 は隠れた 模倣 になる。私たちはひそかにモデルの一挙手一投足に目を光らせながら、同時にモデルの必要性を否定する。 　模倣の欲望は暗闇のなかで作動する。暗闇のなかで見通しが利く人は、事を有利に運べる。
欲望の見つけ方　お金・恋愛・キャリア,ルーク バージス、川添 節子,バーネイズは自発的だと錯覚させた──欲望とはそういうものだと人々が思っているからだ。モデルは隠されているときにもっとも威力を発揮する。もし誰かに夢中になってもらいたいものがあれば、その欲望は自分自身のものだと信じさせる必要がある。 　数日のうちに、アメリカ中の女性が通りで自分の「自由の松明」に火をつけるようになった。イースターのあと、ラッキーストライクの売上は三倍になった。
欲望の見つけ方　お金・恋愛・キャリア,ルーク バージス、川添 節子,偏見や弱さ、模倣には自分は影響されない、無縁だと信じる気持ちは、自分がゲームに巻きこまれている事実を見えなくする。
欲望の見つけ方　お金・恋愛・キャリア,ルーク バージス、川添 節子,人は何かを言うまえに、ほかの人がどう思うだろうかと考える。そして、それは言うことに影響する。つまり、私たちの現実に対する認識は、自身の行動を変えることで、 現実を変える のである。これが自己実現的循環をもたらす。
欲望の見つけ方　お金・恋愛・キャリア,ルーク バージス、川添 節子,再帰性の原則は、欲望の分野においてはまだ探究されていない。ソロスの再帰性は次のように再定義するといいかもしれない。「欲望を持った参加者が互いに交流する可能性がある状況では、参加者の欲望のあいだには双方向の相互作用が存在する」 　それは誰か別の人といっしょにトランポリンに乗って飛び跳ねているようなものだ。どちらも、もう一人に影響を与えることなく飛ぶことはできない。
欲望の見つけ方　お金・恋愛・キャリア,ルーク バージス、川添 節子,なぜそこから学ばないのか。なぜそれを一例として活用して、その隣ではなくその上に何かをつくらないのか」
欲望の見つけ方　お金・恋愛・キャリア,ルーク バージス、川添 節子,ザッポスはマネジメント・ヒエラルキーをなくしたが、欲望のネットワークやモデルと関係を持つ必要性はなくせなかった。一個人の視点からは必ず欲望のヒエラルキーが存在する。ほかよりも倣うに値するモデル、ほかよりも欲するに値する何かは必ずある。
欲望の見つけ方　お金・恋愛・キャリア,ルーク バージス、川添 節子,作家のＣ・Ｓ・ルイスはこの目に見えないシステムを「 内なる輪」と呼んだ。それは人生のどの段階にいようと、どれだけ裕福であろうと、人気があろうと、ある特定の輪のなかにいたいという欲望と、そこから外れることの恐怖が常にあることを意味する。「（内なる輪のなかにいたいという）この欲望は、永遠に人間の行動の動因の一つであり続ける」とルイスは言った。「
欲望の見つけ方　お金・恋愛・キャリア,ルーク バージス、川添 節子,優れたリーダーは自分の決断が 人間の生態系 ──人間の生活や発展に影響を与える絡みあった関係──にどのような変化をもたらすか考える必要がある。人間の生態系のなかで模倣の欲望ほど見落とされるものはない。
欲望の見つけ方　お金・恋愛・キャリア,ルーク バージス、川添 節子,ほとんどの人は独立した欲望という幻想を持っている。ロマンチックな虚偽である。しかし、世界の金融や技術のシステムが複雑になればなるほど、私たちの欲望のシステムも複雑になる。
欲望の見つけ方　お金・恋愛・キャリア,ルーク バージス、川添 節子,長年、ジラールによれば、犠牲の儀式は科学的な発展を妨げてきた。「科学の発展があったから魔女の火あぶりをやめたのではない。魔女の火あぶりをやめたから科学が発展したのだ」。ジラールは二〇一一年のＣＢＣ（カナダ放送協会）のインタビューでデヴィッド・ケイリーに述べている。「昔は日照りは魔女のせいだった。私たちは魔女のせいにするのをやめた途端、日照りの科学的な説明を求めるようになった（ 33）」
欲望の見つけ方　お金・恋愛・キャリア,ルーク バージス、川添 節子,そもそもその目標がどこから生まれたのか問う価値はある。すべての目標はシステムのなかに組みこまれている。 　模倣の欲望は一般には気づかれていないシステムで、目に見える目標の背後にある（ ６）。このシステムに光をあてればあてるほど、間違った目標を選んで追い求めるようなことは起こらなくなる。
欲望の見つけ方　お金・恋愛・キャリア,ルーク バージス、川添 節子,共感は模倣のネガティブなサイクルを破壊する。共感する能力がある人は、他者の経験に入りこんで その人の欲望を共有することなく、その人の考えや感情を共有できる。共感力のある人は、自分が欲しくないものをなぜ欲しがる人がいるのか理解できる。つまり、共感できれば、 ほかの人のようにならなくても ほかの人と深くつながれる。
欲望の見つけ方　お金・恋愛・キャリア,ルーク バージス、川添 節子,動機づけにはパターンがある。それを特定する手がかりがあれば、濃い欲望の理解に向けて大きく前進するだろう。パターンを明らかにするのにいちばん有効なのが、物語を分かちあうことだ。 　これを語るときには、その行動をとったことで最終的に深く満たされたときの話をする。私自身、今では採用面接で最初にこの質問をするようにしている。上っ面ではなく、その人の本質に切りこめるからだ。「人生で何かをうまくやって、それで満たされたときのことを話してください」
欲望の見つけ方　お金・恋愛・キャリア,ルーク バージス、川添 節子,モンテッソーリの教師はある対象への欲望の見本を見せ、それから子供が直接触れあえるように、欲望の媒介者として 身を引く。教師の責務は「光を与えて、自分の道を進むことだ」という（ 10）。 　良いリーダーは障害にも競争相手にもならない。率いる人たちに共感を示し、互いの関係を超越する良いものに向かって道を示す──重力の中心を自分から離していくのである。
欲望の見つけ方　お金・恋愛・キャリア,ルーク バージス、川添 節子,私たちが自分の欲望を操作できるようになる日は近いかもしれないので、ひょっとすると、私たちが直面している真の疑問は、『私たちは何になりたいのか？』ではなく、『私たちは何を望みたいのか？』かもしれない。この疑問に思わず頭を抱えない人は、おそらくまだ、それについて十分考えていないのだろう」
モード後の世界 (扶桑社ＢＯＯＫＳ),栗野宏文,ファッションへの参加態度に関して、従来は三つのタイプに分けられました。すなわち、コスプレ的／仮装的なものだと思っている人、自分の個性の発露でありつつ心地良くいるためのものだと思っている人、それから社会とのある種のお約束のようなものとしてとらえている人。
モード後の世界 (扶桑社ＢＯＯＫＳ),栗野宏文,本当に流れをつくる人というのは、最初に「長いスカート」を世に出す人です。そういう人が気にしているのが社会潮流です。色でも形でもなく、ましてや人がやっているかどうかではなく、今の時代はこうだからこういう服を提案していく、ということを重視しています。
モード後の世界 (扶桑社ＢＯＯＫＳ),栗野宏文,芸術における前衛は、見たこともないような、思いもよらないものを見せてくれて、頭をシェイクさせてくれるもの。一方、服は人が着るものであり、使うものであり、セカンドスキンと言われるくらい、人の存在にとって身近なもの。だから芸術とは異なる立ち位置です。
モード後の世界 (扶桑社ＢＯＯＫＳ),栗野宏文,モードの語源は「誰もが理解できる記号」です。
モード後の世界 (扶桑社ＢＯＯＫＳ),栗野宏文,衣服を通して多数に共有される美意識」を意味すると思います。非常に簡単に言えば流行です。
モード後の世界 (扶桑社ＢＯＯＫＳ),栗野宏文,本来、モードが 依拠 していた特権階級と非特権階級という図式は崩壊し、そういう意味ではモードは終わったと言えるでしょう。
モード後の世界 (扶桑社ＢＯＯＫＳ),栗野宏文,重松が創業以来いつも言っていたのは、「動機が純粋かどうかが重要だ」ということ。「動機が純粋なものに人は賛同してくれる、それがあれば、スタートからゴールまで、たとえ紆余曲折あったとしても貫徹できる。逆に動機が純粋でないものは、途中で曲がったり、散漫な結果になる可能性が高い。だから動機は絶対に純粋でなければだめなんだ」と。
モード後の世界 (扶桑社ＢＯＯＫＳ),栗野宏文,洋服においても、変えてはいけないものが絶対にあるわけです。それを変えないことで本当の価値をキープできる、というもの。しかし、「変わらなくていい」と言ってしまったら、そこで終わってしまいます。お客様は「変わらないから良い」というものを求めているわけではありません。変わらないのに、今の時代に新しいと思える、そういうものが最も新しい。特にファッションというジャンルでは。
モード後の世界 (扶桑社ＢＯＯＫＳ),栗野宏文,アヴァンギャルドなものをつくるブランドの中には、「こんな凄いものつくりました」と言ってそれでも受けるブランドと、「独りよがりだな」と言われてしまうブランドがあります。クリエイションがお金になるというのは、そのブランドの極端さやデザインの目立ち方という話ではなく、たとえ小さな差であっても、ほかとは違うものを形にし得るかどうかです。その差に対して、いろいろな人が、「この差はイエス」「この差はノー」とか、「この差なら好きだな」「この差はあんまり好きじゃないな」と言う。そうやって、球を投げる側と受け止める側とで楽しむゲームがファッションだと思います。
モード後の世界 (扶桑社ＢＯＯＫＳ),栗野宏文,それはどう違うのか」「どういう違いを出せているのか」という違いの出し方がキイワードになります。
モード後の世界 (扶桑社ＢＯＯＫＳ),栗野宏文,は、「変えてはいけないものを変えないために、変えるべきものを変え続ける」
モード後の世界 (扶桑社ＢＯＯＫＳ),栗野宏文,では、現代におけるセンスとは何か。それは生き方のセンスだと思います。あるいは、考え方や人との接し方のセンス。自分らしさの表現の仕方というものがおしゃれにおけるセンスであり、重要なのは、どういう人でありたいか、どういう人として見られるか、だと思うのです。
モード後の世界 (扶桑社ＢＯＯＫＳ),栗野宏文,大きく分けて理由は二つ。第一の理由はラグジュアリーブランドの付加価値を支えるべき「あこがれ感」が以前のように「上から下」とならず、今や生活者に影響を与える発信者はユーチューバーやインスタグラマーへと移行したから。発信者と受信者の距離が近い、あるいは同等となりました。
モード後の世界 (扶桑社ＢＯＯＫＳ),栗野宏文,料理の面白さとは自分の技も味覚も進化・進歩し、成長の具合が自他ともに認識できること。つまり一か所に留まらないという点です。
とにかく仕組み化――人の上に立ち続けるための思考法,安藤 広大,ルールを正しく取り扱う仕組みがないから、「理不尽なルール」と思われてしまうのです。 仕組みの考えは、そうやって使われるべきです。 過去に作られて形骸化したルールを、もっと大きな仕組みの枠組みによってアップデートしていく。 その責任をとるべき人が、人の上に立つべきなのです。
とにかく仕組み化――人の上に立ち続けるための思考法,安藤 広大,さて、新しい仕組みを取り入れるとき、必ず反発は起こります。 政治でも、１００％全員が満足できる政策はありません。 どこかで「線引き」が必要になります。 会社での判断軸は、１つです。 「ちゃんと成長したい人が成長できるかどうか」 それだけです。
とにかく仕組み化――人の上に立ち続けるための思考法,安藤 広大,おかしな部分があるなら、変えればいい。 人の上に立つなら、主語は絶対に「私」であるべきです。 過去の決まりを思考停止して続けることは、責任を果たしていないのです。
とにかく仕組み化――人の上に立ち続けるための思考法,安藤 広大,平等な組織のもとでは、お互いが刺激し合って高め合っている。 この状態を識学では、「 変化率が発生している」と表現します。 たとえば、Ａさんが 30％の成長を見せているときに、周りの人たちが刺激されて、 10％、 15％の成長を見せはじめる。 この状態が起きると、組織は必ず成長していきます。
とにかく仕組み化――人の上に立ち続けるための思考法,安藤 広大,変化率がある組織とない組織の違いは、その１点のみです。 「結果を出しているＡさんだけが特別な環境にいる」 という状態をつくらないことです。
とにかく仕組み化――人の上に立ち続けるための思考法,安藤 広大,会社は、目的や目標に向けて進んでいく存在です。 企業理念にどんどん近づいていく。 そうやって全体が前に進んでいくことで発生するのが、「進行感」です。 組織で働く人はみな、この進行感を感じてほしいと思っています。 組織全体が前へ前へと動いていく感覚です。 それにより、 組織の一員であることに「誇り」を持つことができます。 それが、「この会社にいること」の利益なのです。 目先のボーナスや社員旅行などでは味わえません。 進行感があることにより、社員は「辞める理由」がなくなります。
とにかく仕組み化――人の上に立ち続けるための思考法,安藤 広大,「進行感」というのは、人間同士の「自然な状態」では発生しません。 社会を形成していき、組織が前進する中で生じるものです。 そして、 組織のエネルギーの源は、この進行感しかないのです。
言語の本質　ことばはどう生まれ、進化したか (中公新書),今井むつみ、秋田喜美,本章では、オノマトペとは何かについて概観した。言語学者はオノマトペを「感覚イメージを写し取る、特徴的な形式を持ち、新たに作り出せる語」と定義するが、その中でも、とくに「写し取る」という特徴が鍵である。オノマトペは基本的に物事の一部分を「アイコン的」に写し取り、残りの部分を換喩的な連想で補う点が、絵や絵文字などとは根本的に異なると指摘した。
言語の本質　ことばはどう生まれ、進化したか (中公新書),今井むつみ、秋田喜美,清濁の音象徴は、ポケモン（ポケットモンスター） の名前研究でも報告されている。体長の長いポケモンや体重の重いポケモンに濁音が多いほか、進化が進むにつれて名前に濁音を持ちやすくなることがわかっている。たとえば、「ヒトカゲ」というポケモンは進化すると「リザード」に名前を変える。濁音が一つから二つに増えている。濁音と大きさ、重さ、強さの関係は、まさに「ゴロゴロ」で見た音象徴である。
言語の本質　ことばはどう生まれ、進化したか (中公新書),今井むつみ、秋田喜美,すなわち、オノマトペは外界の感覚情報を音でアイコン的に表現するが、そのとき、脳はその音を、環境音と言語音として二重処理するのである。この二重性は、脳がオノマトペを言語記号として認識すると同時に、ジェスチャーのような、言語記号ではないアイコン的要素としても認識していることを示唆している。オノマトペは環境音というアナログな非言語の音の処理とデジタルな言語の音処理をつなぐことばであるとも言える。その意味で、オノマトペは環境音と言語の両方の側面を持つことばであると言えよう。
言語の本質　ことばはどう生まれ、進化したか (中公新書),今井むつみ、秋田喜美,主食を表す単語が「パ」や「マ」で始まることが多いのはなぜだろう？　考えられる理由の一つは、発音のアイコン性である。私たちは食べ物を食べる際、「パ」や「マ」を発音するときのように口を大きく開く。
言語の本質　ことばはどう生まれ、進化したか (中公新書),今井むつみ、秋田喜美,名づけの洞察は、言語習得の大事な第一歩である。人間が持っている視覚や触覚と音の間に類似性を見つけ、自然に対応づける音象徴能力は、モノには名前があるという気づきをもたらす。その気づきが、身の回りのモノや行為すべての名前を憶えようとするという急速な語彙の成長、「語彙爆発」と呼ばれる現象につながるのだ。
言語の本質　ことばはどう生まれ、進化したか (中公新書),今井むつみ、秋田喜美,音と意味が自然につながっていて、それを赤ちゃんでも感じられることが、「単語に意味がある」という「名づけの洞察」を引き起こす きっかけ になるのではないか。だから大人は赤ちゃんにオノマトペを多用するのだろう。（
言語の本質　ことばはどう生まれ、進化したか (中公新書),今井むつみ、秋田喜美,オノマトペの音は子どもに、どの要素に注目すべきかを自然に教えるのである。オノマトペには音と動作の対応があるので、一般化の基準となる意味のコアをつかむ手助けとなるのである。
言語の本質　ことばはどう生まれ、進化したか (中公新書),今井むつみ、秋田喜美,オノマトペは子どもを言語の世界に引きつける。それによって子どもはことばに興味を持ち、もっと聞きたい、話したい、ことばを使いたいと思う。
言語の本質　ことばはどう生まれ、進化したか (中公新書),今井むつみ、秋田喜美,たくさんの要素がありすぎる場面で、オノマトペのアイコン性は単語が指し示す部分に子どもが注目するのを助け、その意味を見つけやすくする。
言語の本質　ことばはどう生まれ、進化したか (中公新書),今井むつみ、秋田喜美,これらを統合してまとめてみると、言語習得におけるオノマトペの役割（図４‐６） は、子どもに 言語の大局観を与える ことと言えよう。
言語の本質　ことばはどう生まれ、進化したか (中公新書),今井むつみ、秋田喜美,ことばを使うとき、脳は、ピンポイントで想起したい単語を一つだけ想起するわけではない。同じ概念領域に所属する似た単語や似た音を持つことばが一斉に活性化され、活性化された単語たちの間で競争が起こり、生き残ったことばが最終的に意識に上って「想起」される。想起する候補を無意識の情報処理の過程で選択しているとき、似た意味で似た音を持つライバルの単語が多数あったら、情報処理の負荷は非常に重くなってしまう。想起にかかるスピードが遅くなるだけでなく、言い間違い、聞き間違いも多く起こるようになる。単語に音とつながりが感じられるというのはいいことばかりではない。音と意味のつながりがないほうが、情報処理に有利なこともあるのだ。
言語の本質　ことばはどう生まれ、進化したか (中公新書),今井むつみ、秋田喜美,言語には大きく分けて、「動詞枠づけ言語verb-framed language」と「衛星枠づけ言語satellite-framed language」という二つのタイプがある。「動詞枠づけ言語」と「衛星枠づけ言語」の区別は、１９９０年代初頭にアメリカの言語学者レオナルド・タルミーによって提唱された。タルミーは、人やモノの移動をはじめとする複雑な事象に着目し、世界の言語がそれらを典型的にどのように表現するかを比較した。動詞枠づけ言語では、「ブラブラと公園を 横切る」のように移動の方向をおもに述語動詞で表す。日本語のほかに、ロマンス諸語（フランス語、スペイン語、イタリア語、ポルトガル語など）、アルタイ諸語（トルコ語、モンゴル語など） などが該当する。一方、衛星枠づけ言語では、stroll across the parkのように方向をおもに述語以外で表す。ゲルマン諸語（英語、ドイツ語、オランダ語、デンマーク語、スウェーデン語など） やスラブ諸語（ロシア語、チェコ語など） などが該当する。
言語の本質　ことばはどう生まれ、進化したか (中公新書),今井むつみ、秋田喜美,英語には〈歩く〉や〈走る〉といった様態を細かく区別した動詞が１４０以上ある。これらを日本語に訳そうとすると、amble（のんびり歩く）、tiptoe（抜き足差し足でそろりそろりと歩く）、sashay（しゃなりしゃなり歩く）、stroll（ぶらぶら歩く）、swagger（ずんずん歩く）、toddle（よちよち歩く） のように、「オノマトペ＋歩く」などとなることが多い。
言語の本質　ことばはどう生まれ、進化したか (中公新書),今井むつみ、秋田喜美,このように、日本語オノマトペの歴史においては、複数の副詞形と動詞形が栄枯盛衰を繰り返してきた。副詞として生き生きとした描写力を持っていたオノマトペが、動詞となり一般語のように目立たなくなる。一方で新しいオノマトペ副詞が生まれてくる。そうした変化を繰り返し、語彙全体としてはアイコン性と恣意性の間の絶妙な均衡が保たれる。言語の進化はそれを繰り返す歴史と言えるだろう。
言語の本質　ことばはどう生まれ、進化したか (中公新書),今井むつみ、秋田喜美,今のニューラルネット型ＡＩは 記号接地をせず に学習をすることができ、人間の創造性は実現できないにしろ、普通の人間よりもずっと大量の知識を蓄え、知識を使って説明を行い、問題を解決できる。
言語の本質　ことばはどう生まれ、進化したか (中公新書),今井むつみ、秋田喜美,洞察」が生まれ、「洞察」が学習を大きく加速させたり、概念の体系を大きく変化させたりする。つまり 言語習得とは、推論によって知識を増やしながら、同時に「学習の仕方」自体も学習し、洗練させていく、自律的に成長し続けるプロセスなのである。
言語の本質　ことばはどう生まれ、進化したか (中公新書),今井むつみ、秋田喜美,現代言語学の父ソシュールは語彙を「差異の体系」であると特徴づけた。これまで見てきたように、単語は単独で存在するわけではなく、体系の中に位置づけられ、体系の中の他の要素との差異でその単語の意味が決まると指摘した
言語の本質　ことばはどう生まれ、進化したか (中公新書),今井むつみ、秋田喜美,・言語は要素が対比され、差異化されることで意味を持つシステムである
新・ラグジュアリー　文化が生み出す経済 10の講義,安西洋之、中野香織,古代から時代とともに「ラグジュアリー」の意味は常に変わってきたのです。まずは王権や宗教的権力を示すためのラグジュアリーがあり、産業革命後は新興ブルジョワジーの権威付けのためのラグジュアリーがあった。 20 世紀後半からは、欧州以外の地域での欧州文化への憧れや自慢の対象として、ラグジュアリーは存在感を出してきました。
新・ラグジュアリー　文化が生み出す経済 10の講義,安西洋之、中野香織,ラグジュアリー市場はニッチだといわれながらも、パンデミック以前、 ベイン＆カンパニー が発表した２０１９年のデータによれば、世界の市場規模は１４０兆円以上にのぼります。２０２０年は激減しましたが、２０２１年のアパレルやアクセサリーなどの最終消費財は、２０１９年並みに戻りました。また、同分野の市場はヨーロッパ発が 70％。ヨーロッパの文化遺産を最大まで活用してきたのです。
新・ラグジュアリー　文化が生み出す経済 10の講義,安西洋之、中野香織,欧州のハイエンドとラグジュアリービジネスの分野は、２０１８年ベースで欧州ＧＤＰの４％であり、欧州の輸出額において 10％を占めています。これは決して小さくない割合です。
新・ラグジュアリー　文化が生み出す経済 10の講義,安西洋之、中野香織,簡潔に考察するなら、前世紀末以降、「世界はすべてフラットである」とのイメージを振りまいたグローバリゼーションとは異なる方向への欲求が強まっているといえます。
新・ラグジュアリー　文化が生み出す経済 10の講義,安西洋之、中野香織,ちなみに 19 世紀半ばには、フランスでも現代に続くラグジュアリーブランドが創立されています。エルメスは１８３７年、ルイ・ヴィトンは１８５４年、ゲランは１８２８年、そしてオートクチュール組合が成立したのは１８６８年です。
新・ラグジュアリー　文化が生み出す経済 10の講義,安西洋之、中野香織,シャネルが行った数々のイノベーションの中でも最も重要と思われるのは、コスチューム・ジュエリーの発明です。コスチューム・ジュエリーとは、「本物」の貴金属と、アクリルなどの「偽物」をミックスしたアクセサリーです。
新・ラグジュアリー　文化が生み出す経済 10の講義,安西洋之、中野香織,ラグジュアリーが決定的な変質を起こすきっかけになったのは、１９８４年です。 ベルナール・アルノー がマルセル・ブサック・グループを買収し、クリスチャン・ディオールを基盤とするラグジュアリーブランドの世界戦略を開始した年です。１９８９年にアルノーはＬＶＭＨグループの実権を握り、１９９０年代には巨大コングロマリットを着々と構築していきます。
新・ラグジュアリー　文化が生み出す経済 10の講義,安西洋之、中野香織,これはシャネルの次の言葉がインスピレーションになっています。 「ラグジュアリーの反対語は貧困、と思い込んでいる人がいるけど、それは違う。ラグジュアリーの反対語は、下品、なの」 　この場合の「下品」とは、本来のものではないものになろうとすること。不作法なこと。美意識が欠けていること。合理性を追求するあまりギスギスした状態になっていること。
新・ラグジュアリー　文化が生み出す経済 10の講義,安西洋之、中野香織,ラグジュアリーブランドの若い世代の顧客の 60％は「ラグジュアリーブランドは他の産業よりも社会的な責任を果たすべき」と考え、 80％は「社会的な責任を果たしているブランドを好む」と回答しています。そして「ラグジュアリー商品の価格には、サステナビリティのためのプレミアムがすでに含まれていると考えるのが当然である」と思っているのです。
新・ラグジュアリー　文化が生み出す経済 10の講義,安西洋之、中野香織,若い世代、特に「Ｚ世代」と呼ばれる１９９０年代半ば以降の生まれの人たちが、これからおよそ５年後、ラグジュアリー商品の消費の舞台にのぼってくることになります。その彼らがクラフト的なものを好むのであれば、ラグジュアリーの文脈を考える上で「人の手や作業プロセスをどう評価するか」が重要になってくるのです。
新・ラグジュアリー　文化が生み出す経済 10の講義,安西洋之、中野香織,「ラグジュアリーは真正、つまり本物であることがまず課題になります。ベースには、次の３つの要素が必ず入ってきます。『職人の手』『創造性』『オリジナリティ』です。ほかと違うことにこそ価値があるのだから、人の手が入らないラグジュアリーはありえないのです。
新・ラグジュアリー　文化が生み出す経済 10の講義,安西洋之、中野香織,職人の尊厳が守られ、職人が幸福な環境の中で自由と責任を感じて創造力を発揮する。結果として圧倒的なラグジュアリー製品が生まれるというブルネロ・クチネリの循環は、ラスキンに源流を見出すことができる
新・ラグジュアリー　文化が生み出す経済 10の講義,安西洋之、中野香織,最終的には物理学者が「天然真珠と養殖真珠は物理的組成において同じである」という趣旨の証明をすることで、ミキモトの養殖真珠は晴れて「本物」の真珠として認められることになります。ただし、物理的には「本物」と認められたわけですが、「天然＝本物」の見方が残る中で、「養殖＝人工＝偽物」という見方はくすぶりのまま残っていました。
新・ラグジュアリー　文化が生み出す経済 10の講義,安西洋之、中野香織,世界語をしゃべりつつ、ローカルカルチャーを背負ってきています。少し前までは、グローバル、インターナショナルになることが求められましたが、それは単に白人化ということでした。そうではなくて、元のカルチャーの深度を背負ったまま、世界へ出る。そういうほうが受けるという傾向が強まっています。
新・ラグジュアリー　文化が生み出す経済 10の講義,安西洋之、中野香織,ラグジュアリー商品の価格には社会貢献への費用が含まれている、だからそこにお金を払って間接的に社会貢献する、とみなすＺ世代はすでに多いですね。
新・ラグジュアリー　文化が生み出す経済 10の講義,安西洋之、中野香織,これは私見ですが、もうひとつのキーワードは、「ファッションと農業」です。私は常々、「ファッションは農業である」と言っているのですが、コットンや麻も地面から生えたものを使いますし、羊が食べているものも草です。ファッションは、プロダクツではなく食べ物に近いのです。「地面から出てきている地球の産物なんだ」という感覚を濃くしていくと、ファッションにとっても農業にとっても人々の暮らしにとっても、よい循環が生まれていくはずです。
新・ラグジュアリー　文化が生み出す経済 10の講義,安西洋之、中野香織,文化の見方とは、それを見る人々自身の文化に依存します。何に憧れを持つかは、人々が属する文化と他文化との位置関係によるのです。
新・ラグジュアリー　文化が生み出す経済 10の講義,安西洋之、中野香織,「ラグジュアリーはどこの国でも比較的同じように評価されるようになってきましたが、アカデミックに『ラグジュアリーとは何か』というグローバルな合意はされていません。何が製品をラグジュアリーとし、何がブランドをラグジュアリーとするのか、ということは定まっていないのです」
新・ラグジュアリー　文化が生み出す経済 10の講義,安西洋之、中野香織,「緑・黄・赤」の３色は「 汎 アフリカ色」と呼ばれます。かつてヨーロッパ諸国から植民地支配を受けたアフリカ大陸の中で、ほぼ独立を守ったエチオピアに敬意を表して、セネガル、ガーナ、カメルーンなどアフリカの多くの国々が独立時に国旗の色に取り入れたのです。
新・ラグジュアリー　文化が生み出す経済 10の講義,安西洋之、中野香織,ファツィオリは質を確保するのを優先し、無理な事業拡大をしないために、結果的にサステナビリティある経営をもたらしているのです。
運動しても痩せないのはなぜか：代謝の最新科学が示す「それでも運動すべき理由」,ハーマン・ポンツァー、小巻 靖子,飢えという脅威に繰り返しさらされることから、毎日のエネルギー必要量を最小にするための適応が進んだ。オランウータンの代謝エンジンはゆっくり回転するよう進化し、エネルギーの消耗や死を回避するために燃料の節約が図られた。だが、その結果は厳しいものだった。成長と生殖はエネルギーを必要とするため、代謝率を下げるということは必然的に、ライフサイクルをゆっくりしたものにするからだ。これはつまり、自然災害や人災が生じるとオランウータンの個体数はなかなか回復しない、ということである。
運動しても痩せないのはなぜか：代謝の最新科学が示す「それでも運動すべき理由」,ハーマン・ポンツァー、小巻 靖子,飢えという脅威に繰り返しさらされることから、毎日のエネルギー必要量を最小にするための適応が進んだ。オランウータンの代謝エンジンはゆっくり回転するよう進化し、エネルギーの消耗や死を回避するために燃料の節約が図られた。だが、その結果は厳しいものだった。成長と生殖はエネルギーを必要とするため、代謝率を下げるということは必然的に、ライフサイクルをゆっくりしたものにするからだ。これはつまり、自然災害や人災が生じるとオランウータンの個体数はなかなか回復しない、ということである。
運動しても痩せないのはなぜか：代謝の最新科学が示す「それでも運動すべき理由」,ハーマン・ポンツァー、小巻 靖子,代謝の仕組みは、ダーウィンのいう通り、生存と繁殖に有利になるよう進化してきた。ヒトは代謝速度が上がったことで、（机上の空論に基づいた代謝モデルが示すような） スリムな体型になるのではなく、むしろどの類人猿よりも多くの脂肪を蓄えるよう進化した。
